npsn,school_name,district_bps_name,village_bps_code,latitude,longitude,internet
20229818,SLB Negeri Depok,Kota Depok,3276021004,-6.425913,106.81474300000001,good
20203743,SMAN 1 Ciranjang,Kabupaten Cianjur,3203170011,-6.8181,107.247,very good
20219231,SMK PU Negeri Provinsi Jawa Barat,Kota Bandung,3273160007,-6.9175,107.6323,good
20256802,SLB Negeri Taruna Mandiri,Kabupaten Kuningan,3208170021,-6.8576,108.4979,good
20258141,SLB Negeri Garut Kota,Kabupaten Garut,3205181007,-7.190868,107.905073,good
20224114,SMAN 3 Cimahi,Kota Cimahi,3277030002,-6.874,107.5599,good
69888376,SMKN 2 Pacet,Kabupaten Cianjur,3203220008,-6.7497,107.0212,very good
69756137,SMKN 1 Rongga,Kabupaten Bandung Barat,3217010002,-7.0011,107.2721,very good
20224505,SMAN 7 Tasikmalaya,Kota Tasikmalaya,3278010005,-7.3901,108.2043,very good
20252869,SMKN 1 Cikadu,Kabupaten Cianjur,3203051004,-7.3227,107.2564,good
69975633,SMKN 2 Setu,Kabupaten Bekasi,3216010006,-6.369032,107.009287,good
69955278,SMKN 1 Kemang,Kabupaten Bogor,3201230010,-6.5006,106.7482,very good
20246370,SMKN 5 Kuningan,Kabupaten Kuningan,3208100019,-6.9645,108.5751,very good
20252210,SMKN 1 Tanggeung,Kabupaten Cianjur,3203060004,-7.2637,107.1189,very good
69964365,SMAN 1 Salopa,Kabupaten Tasikmalaya,3206140005,-7.5441,108.3241,need check
69849084,SMKN 1 Jatiluhur,Kabupaten Purwakarta,3214010007,-6.5191,107.4103,good
69852111,SMKN 1 Sindang Barang,Kabupaten Cianjur,3203020007,-7.467745,107.204661,very good
69974158,SMAN 4 Subang,Kabupaten Subang,3213070006,-6.546718,107.736061,good
69926270,SMAN 2 Cileungsi,Kabupaten Bogor,3201180020,-6.3942,106.9778,very good
69753766,SLB Negeri Kabupaten Bekasi,Kabupaten Bekasi,3216021007,-6.3775,107.1137,good
20252399,SMKN 1 Campaka,Kabupaten Cianjur,3203110007,-6.9978,107.1391,good
20212954,SMAN 1 Cibingbin,Kabupaten Kuningan,3208070011,-7.0558,108.7502,very good
20252652,SMKN 1 Naringgul,Kabupaten Cianjur,3203040004,-7.2847,107.3857,need check
20206212,SMAN 1 Gunung Halu,Kabupaten Bandung Barat,3217020004,-7.0161,107.3074,very good
69849572,SMKN 3 Linggabuana,Kabupaten Purwakarta,3214100013,-6.5184,107.4522,very good
20251992,SLB Negeri Pahlawan,Kabupaten Indramayu,3212150011,-6.3373,108.3337,good
69734352,SMKN 1 Jayakerta,Kabupaten Karawang,3215151004,-6.0941,107.3149,very good
69786715,SLB Negeri Kab. Bandung Barat,Kabupaten Bandung Barat,3217080002,-6.8413,107.3654,very good
20203874,SMKN 1 Cidaun,Kabupaten Cianjur,3203030005,-7.4695,107.2875,need check
20212956,SMAN 2 Kuningan,Kabupaten Kuningan,3208130005,-6.9793,108.4853,very good
20212961,SMAN 1 Kuningan,Kabupaten Kuningan,3208130005,-6.9778,108.4823,very good
20212955,SMAN 3 Kuningan,Kabupaten Kuningan,3208130005,-6.9767,108.4839,very good
20252870,SMKN 1 Sukaluyu,Kabupaten Cianjur,3203150007,-6.8076,107.2284,very good
20252207,SMKN 1 Karangtengah,Kabupaten Cianjur,3203190011,-6.7641,107.2349,very good
20258497,SLB Negeri Cinta Asih,Kabupaten Bandung,3204190007,-7.034627,107.531428,good
20224113,SMAN 1 Cimahi,Kota Cimahi,3277020006,-6.8706,107.5439,very good
20270931,SLBN 2 SENTRA PKPLK,Kota Cimahi,3277020006,-6.8722,107.5421,good
20212949,SMAN 1 Ciniru,Kabupaten Kuningan,3208030014,-7.0451,108.4987,good
69849083,SMKN 1 Campaka,Kabupaten Purwakarta,3214110023,-6.4339,107.5226,good
20258253,SLB Negeri Kab. Purwakarta,Kabupaten Purwakarta,3214100009,-6.5392,107.4453,good
26017001,SLBN-B Cicendo,Kota Bandung,3273170003,-6.9149,107.6189,good
69973159,SMKN 1 Kapetakan,Kabupaten Cirebon,3209180020,-6.5531,108.4997,good
69888737,SMKN 1 Compreng,Kabupaten Subang,3213160007,-6.3731,107.8796,very good
20224109,SMAN 4 Cimahi,Kota Cimahi,3277010004,-6.9025,107.5221,very good
69849091,SMKN 1 Darangdan,Kabupaten Purwakarta,3214060001,-6.729378,107.498516,very good
20203733,SMAN 1 Sukaresmi,Kabupaten Cianjur,3203230005,-6.7198,107.0762,very good
20238571,SMKN 2 Cimahi,Kota Cimahi,3277030003,-6.8516,107.5505,very good
20224135,SMKN 3 Cimahi,Kota Cimahi,3277030003,-6.8618,107.5565,very good
58570036,SLB Negeri-A Citeureup Kota Cimahi,Kota Cimahi,3277030003,-6.8608625,107.5567915,good
20268872,SMKN 1 Japara,Kabupaten Kuningan,3208161004,-6.8968,108.5205,good
20216939,SMAN 1 Purwadadi,Kabupaten Subang,3213120002,-6.4653,107.6896,good
69762682,SMKN 1 Pasirkuda,Kabupaten Cianjur,3203020005,-7.4402,107.1235,need check
20224108,SMAN 6 Cimahi,Kota Cimahi,3277010001,-6.9242,107.5629,good
69878008,SMKN Cibogo,Kabupaten Subang,3213060002,-6.5703,107.8462,very good
69950346,SMAN 21 Kota Bekasi,Kota Bekasi,3275010008,-6.282,106.9331,good
20253827,SMAN 1 Darma,Kabupaten Kuningan,3208010008,-7.018,108.3928,good
20244700,SMKN 1 Lemahabang,Kabupaten Cirebon,3209060015,-6.8291,108.6209,good
20216947,SLB Negeri Trituna,Kabupaten Subang,3213070002,-6.5778,107.7697,very good
69947763,SMKN 13 Kota Bekasi,Kota Bekasi,3275061003,-6.196931,106.974447,good
20212913,SMKN 1 Kuningan,Kabupaten Kuningan,3208140007,-6.9735,108.454,good
20223043,SMAN 6 Kota Bekasi,Kota Bekasi,3275030003,-6.3378,106.9751,good
20235632,SMKN Situraja,Kabupaten Sumedang,3211070017,-6.8343,107.9996,very good
20208407,SMAN Tanjungkerta,Kabupaten Sumedang,3211170003,-6.7655,107.89,very good
20269696,SMKN 7 Kota Bekasi,Kota Bekasi,3275020001,-6.3263,106.9568,good
20264429,SLB Negeri 2 Kab Indramayu,Kabupaten Indramayu,3212150012,-6.3337,108.3299,good
20258272,SLB Negeri Widi Asih,Kabupaten Pangandaran,3218050006,-7.6570391,108.5499764,poor
20213878,SLB Negeri Majalengka,Kabupaten Majalengka,3210070013,-6.8323,108.2133,good
69786714,SLB Negeri Kab. Karawang,Kabupaten Karawang,3215051008,-6.3665,107.395,very good
69900111,SMKN 4 Depok,Kota Depok,3276041007,-6.396328,106.894918,good
20235576,SLB Negeri-B Sumedang,Kabupaten Sumedang,3211160022,-6.7995,107.9502,very good
20235575,SLB Negeri-B Pembina,Kabupaten Sumedang,3211160022,-6.799,107.9502,very good
69758208,SLB Negeri Perbatasan,Kabupaten Kuningan,3208070004,-7.0619,108.7574,very good
69964651,SMAN 1 Bojong Picung,Kabupaten Cianjur,3203160007,-6.8668,107.2381,very good
20224136,SMKN 1 Cimahi,Kota Cimahi,3277010003,-6.9023,107.5385,good
69883636,SMKN 2 Leles,Kabupaten Cianjur,3203180004,-6.770649,107.162937,need check
20258453,SMKN Pertanian Lembang,Kabupaten Bandung Barat,3217120011,-6.8059,107.6371,very good
69965794,SMAN 7 Tambun Selatan,Kabupaten Bekasi,3216081009,-6.2306,107.0605,very good
69977456,SMKN 15 Garut,Kabupaten Garut,3205080001,-7.654536,107.751491,very good
69965194,SMAN 2 Lembang,Kabupaten Bandung Barat,3217120007,-6.8127,107.6186,good
20203745,SMAN 1 Sindang Barang,Kabupaten Cianjur,3203020006,-7.4522,107.1384,good
20203873,SMKN 2 Cilaku,Kabupaten Cianjur,3203140007,-6.8502,107.1343,good
20203742,SMAN 1 Cilaku,Kabupaten Cianjur,3203140007,-6.8485,107.1361,good
69954894,SMAN 1 Leuwisadeng,Kabupaten Bogor,3201021003,-6.5746,106.5992,very good
69986555,SMAN 2 Jonggol,Kabupaten Bogor,3201170011,-6.450524,107.042297,very good
20212951,SMAN 1 Garawangi,Kabupaten Kuningan,3208120010,-6.9998,108.5421,very good
20206225,SMKN 3 Baleendah,Kabupaten Bandung,3204140003,-7.002297,107.622635,good
20254167,SMAN 2 Majalaya,Kabupaten Bandung,3204120002,-7.0785,107.7366,good
