village_bps_code,sanitation,popdens
3209030011,not available,6437.22874615703
3209030012,available,22107.812847037
3209030013,not available,2899.82076245004
3209030014,not available,2167.91699997983
3209030015,available,2640.36865228422
3209030016,not available,1098.31777369234
3209030017,available,4109.86789926684
3209030018,available,4834.52858933291
3209031001,not available,1690.74411240759
3209031002,not available,1767.66000634742
3209031003,not available,1567.37700240605
3209031004,not available,2249.06435960442
3209031005,not available,3069.52016662651
3209031006,not available,1944.98542912333
3209031007,not available,1645.49238344625
3209031008,not available,1486.54796356625
3209031009,not available,2135.80376524131
3209031010,not available,14845.9197940081
3209031011,not available,2560.34104249036
3209031012,not available,1670.82737705135
3209031013,not available,2745.72357989261
3209040001,not available,21812.4698595435
3209040002,not available,2157.68463150061
3209040003,not available,2057.76778289855
3209040004,not available,241276.870040909
3209040005,not available,2034.76581915233
3209040006,not available,1585.40180010784
3209040007,not available,24417.3700890441
3209040008,not available,3960.07234043651
3209040009,not available,2851.11387885486
3209040010,not available,2495.23647314024
3209040011,not available,4746.23441993667
3209040012,not available,4584.136150022
3209040013,not available,2109.2802058477
3209040014,available,2649.52470312139
3209041001,not available,1829.67417672032
3209041002,not available,24743.1996567251
3209041003,not available,1757.4609101947
3209041004,not available,1653.49008447406
3209041005,not available,2341.541820513
3209041006,available,1656.38771878886
3209041007,available,2802.39331585867
3209041008,not available,1873.65667285472
3209041009,not available,1179.26675986997
3209041010,available,1676.27431380301
3209041011,not available,1713.02103065053
3209041012,not available,1054566.41627749
3209041013,available,1020.53442792377
3209050008,available,2343.468406529
3209050015,available,2634.96007553947
3209050016,available,12769.5673752631
3209050017,not available,1285.57582076203
3209050018,not available,1224.36229529228
3209050019,available,6723.19423521008
3209050020,available,6362.2942281864
3209050021,not available,1571.54117672646
3209051001,not available,403.08025115788
3209051002,not available,398.13368339734
3209051003,not available,8949.21827731544
3209051004,not available,1044.62367608594
3209051005,not available,1708.05132577855
3209051006,available,880.83047052576
3209051007,not available,1253.4962751436599
3209051008,not available,16514.0613272
3209051009,not available,948.75743582059
3209060005,not available,1667.43945344697
3209060006,not available,2541.70232756975
3209060007,not available,2169.46631869967
3209060013,not available,1726.64559548881
3209060014,not available,3621.93012446614
3209060015,available,6558.87467031873
3209060016,not available,4839.99452732708
3209060017,not available,5179.02290709531
3209060018,available,2445.96535001126
3209060019,not available,1204.00983729782
3209060020,not available,2617.07661423671
3209060021,not available,880.62469305192
3209060022,not available,1420.47677
3209061001,not available,2042.03047360039
3209061002,available,2029.08682755734
3209061003,available,1478.07902409517
3209061004,available,2064.47497906073
3209061005,not available,1951.74696035909
3209061006,not available,1310.37099382547
3209061007,available,22658.6432593103
3209061008,not available,1237.1099743486
3209061009,not available,1162.45754538617
3209061010,not available,1504.10468887762
3209061011,not available,1757.14306701149
3209061012,available,1953.94602077006
3209061013,not available,1885.86004952359
3209070001,not available,816.5424556555
3209070002,available,934.22816428735
3209070003,not available,1091.18946261623
3209070004,not available,1113.99538137491
3209070005,not available,692.21014744557
3209070006,not available,1091.76940863813
3209070007,not available,1106.99115868878
3209070008,not available,1606.86527738669
3209070009,not available,1347.58586125592
3209070010,not available,1682.05291402693
3209080004,not available,1879.60625509179
3209080005,not available,3210.08976667894
3209080006,not available,46477.8511733088
3209080007,not available,2864.78982549628
3209080008,not available,1638.45358025198
3209080009,not available,2086.08223383762
3209080010,not available,3093.06882959293
3209080011,not available,2201.66762785583
3209080015,not available,2027.83179841841
3209080016,not available,1992.69375350945
3209080017,not available,2098.05973948687
3209081001,available,2557.38339014825
3209081002,available,2012.72338253173
3209081003,available,2000.28145097187
3209081004,not available,2067.27060284734
3209081005,available,2313.23343743493
3209081006,available,1853.15513818437
3209081007,not available,14697.7897739024
3209081008,not available,2432.45486505913
3209081009,not available,20075.216535474
3209090001,not available,1579.07705888298
3209090002,not available,3310.17304498089
3209090003,not available,13732.6470821827
3209090004,not available,1647.51485953089
3209090005,available,3564.63983272767
3209090006,not available,2074.20419859293
3209090007,not available,3552.12400924802
3209090008,not available,4691.36776429371
3209090009,not available,2984.30911220307
3209090010,not available,2697.57793388111
3209090011,not available,3705.5247781822
3209090012,not available,10023.1381293254
3209100001,not available,2551.7289400253
3209100002,not available,2230.66987213091
3209100003,not available,1718.81664965258
3209100004,not available,1414.62616634698
3209100008,not available,1452.76278257576
3209100009,not available,2359.73520355733
3209100010,not available,1419.82543072051
3209100011,not available,2370.05811111709
3209100012,not available,14950.8379551236
3209100013,not available,17809.5982348975
3209101001,not available,2333.66363565588
3209101002,not available,4060.57839007623
3209101003,not available,2399.31463731927
3209101005,not available,1731.71984092335
3209101006,not available,1291.97788509036
3209101007,not available,1452.95888229961
3209101014,not available,1622.86685980304
3209101015,not available,1049.37677115575
3209101016,not available,1694.24869924213
3209101017,not available,1644.28696448702
3209111001,not available,2221.7722902065
3209111002,not available,4467.61836974132
3209111003,not available,4996.17155830131
3209111004,not available,6074.74553034941
3209111005,not available,2541.70232756828
3209111006,available,3908.37426810705
3209111007,not available,4997.90325147383
3209111012,not available,2920.75268897734
3209111013,not available,40585.2742421052
3209111014,not available,918.10386802109
3209111015,not available,1047.13640520732
3209120010,not available,1786.86722873692
3209120011,not available,985.75133546546
3209120014,not available,2839.39204419923
3209120016,not available,6655.42275290076
3209120017,not available,5943.44055535308
3209120018,not available,4697.12791052506
3209120019,not available,3196.42383049302
3209120020,not available,2304.98448283006
3209120021,not available,3474.47016723167
3209120022,not available,4289.61261306596
3209120023,not available,4000.54348720545
3209120024,not available,4815.18814261433
3209120025,not available,3157.2030549491
3209121001,not available,6099.75847398313
3209121002,not available,4297.01393038397
3209121003,not available,23965.881646751
3209121004,not available,1513.23618065284
3209121005,not available,3196.6445797877
3209121006,not available,39565.2623711616
3209121007,not available,3335.56141387661
3209121008,not available,2553.58091164345
3209121009,not available,5741.65620453884
3209121010,not available,5424.47069397059
3209121011,not available,3586.58476166811
3209121012,not available,1434.06933919609
3209121013,not available,319.85300840801
3209130003,not available,1660.57885401175
3209130006,not available,1709.53015809855
3209130007,not available,3671.20122619377
3209130008,not available,3997.15526744463
3209130009,available,3564.7153520852
3209130010,not available,3527.96507466809
3209130011,not available,5653.22346339635
3209130014,not available,4590.69129254069
3209130015,not available,4179.23368629779
3209130016,not available,2605.19592400832
3209130017,not available,2024.77456194703
3209130018,not available,3724.04420018957
3209140006,available,3486.02347907176
3209140007,not available,4752.43991111987
3209140017,not available,6123.05400116344
3209140018,not available,6471.47721347976
3209140019,not available,8265.23942076358
3209140020,available,5317.26771582609
3209140021,not available,5889.799176534
3209140022,not available,5334.96354989726
3209140023,not available,4531.92497507105
3209140024,not available,5150.79956029314
3209140025,not available,46923.9592364948
3209140026,not available,4503.24853763037
3209140027,not available,29466.9014092982
3209140028,available,2253.60417598976
3209140029,available,1751.68693920635
3209141001,not available,4373.63872719745
3209141002,not available,4142.95886420629
3209141003,not available,3667.9784341501
3209141004,not available,3149.50784313693
3209141005,not available,3574.61499050858
3209141006,not available,3708.62747160024
3209141007,available,3862.6725724135
3209141008,not available,4624.29854839028
3209141009,not available,4909.06943330198
3209141010,not available,3992.89506215517
3209141011,not available,4556.60920379945
3209141012,not available,5958.26251229856
3209150005,available,5334.77502498048
3209150006,available,5151.48596748626
3209150007,available,5617.02766232234
3209150008,not available,5898.23869414446
3209150009,not available,7874.19951610101
3209150010,available,8474.09097302926
3209150011,available,8061.60790240523
3209150012,not available,8653.39492398625
3209150015,available,7336.60337502742
3213060005,not available,1276.14988319039
3209151001,available,6871.94227221223
3209151002,available,2136.91269763021
3209151003,available,62470.5967348936
3209151004,available,2463.02788842704
3209151005,available,2071.49700279762
3209151006,not available,64565.2907925
3209151007,available,4867.76328282082
3209151008,available,6256.57958152493
3209151009,not available,2066.12469935818
3209151010,not available,2316.13763355425
3209161001,not available,2280.94769712707
3209161002,available,3347.31202469927
3209161003,not available,2340.04128104563
3209161004,not available,2519.42869868102
3209161005,not available,3995.03881151995
3209161006,available,20112.1195070588
3209161007,not available,2315.77323178855
3209161008,available,20255.7775035294
3209162001,not available,6098.3504315678
3209162002,not available,3724.49051154242
3209162003,not available,7000.61503544271
3209162004,not available,7132.53338780813
3209162005,not available,7640.30064627262
3209162006,not available,8398.16882122417
3209162007,not available,8432.30607102273
3209162008,not available,4392.36478026986
3209171001,available,6024.54905113789
3209171002,not available,4855.19134974265
3209171003,not available,5383.48186033419
3209171004,available,3752.96745806855
3209171005,available,1241.6838014047
3209171006,not available,6544.99438801047
3209171007,available,1814.78785360934
3209171008,available,1664.46279238813
3209171009,not available,3214.85238681213
3209171010,available,1579.31707667672
3209171011,not available,3006.46786455847
3209171012,not available,5594.8259719596
3209171013,not available,1734.45399644837
3209171014,not available,2052.76055136217
3209171015,not available,3075.46909603505
3209180010,not available,1732.12306767499
3209180011,not available,1026.78766534515
3209180012,not available,931.53962817402
3209180015,not available,911.24205943611
3209180016,not available,946.0608192499
3209180017,available,13018.7296655384
3209180018,not available,1060.60757972213
3209180020,not available,719.19055882361
3209180021,not available,2127.66199330447
3209181001,not available,1112.20779412985
3209181002,not available,2149.55715145299
3209181003,not available,2051.10402712435
3209181004,not available,3266.76032822983
3209181005,not available,594.96409214488
3209181006,not available,1129.17780484005
3209181007,not available,1170.89058239328
3209181008,not available,8958.80361331646
3209181009,not available,1076.91378693052
3209190001,not available,4081.57719407151
3209190002,not available,4924.87496405405
3209190003,not available,4093.3429038964
3209190007,not available,2602.14461334563
3209190008,not available,20347.1252513043
3209190009,not available,1876.06078384802
3209190011,not available,1309.84331046252
3209190012,not available,1315.29157061769
3209190013,not available,1854.26872163154
3209191004,not available,3734.64148638219
3209191005,not available,5879.01803195618
3209191006,not available,1719.64572116371
3209191014,not available,1723.11746426782
3209191015,not available,1499.55263985439
3209191016,not available,1540.3893650732
3209191017,not available,1712.65830111619
3209191018,not available,23236.3322460194
3209200001,not available,2091.44647001669
3209200002,not available,1887.3462511841
3209200010,not available,3579.20817525207
3209200011,not available,3793.76349698476
3209200012,not available,3848.12325887942
3209200013,not available,21050.1847825373
3209200014,available,23715.7979754601
3209200015,available,1488.1455433208
3209200016,not available,2157.00905527691
3209200017,available,1324.91686473532
3209200018,available,4265.71566963947
3209201001,available,23026.3245785034
3209201002,not available,1921.76554487131
3209201003,not available,1726.12489706238
3209201004,not available,1046.01703938611
3209201005,available,779.02640115995
3209201006,available,1179.28753879918
3209201007,available,2249.67853918865
3209201008,available,713.56272058304
3209201009,not available,767.50123949159
3209210004,available,2590.2568088081
3209210005,not available,3776.13408304375
3209210006,not available,2398.16188614687
3209210007,available,2796.79133865067
3209210008,not available,3474.92731482789
3209210009,not available,2220.35750585173
3209210010,not available,2075.26328671413
3209210011,available,1186.0934900364
3209211001,not available,384.29492654859
3209211002,not available,734.70612471482
3209211003,available,466.60643735206
3209211004,not available,1506.59621357992
3209211005,available,2854.29122568121
3209211006,not available,3362.49498008578
3209211007,not available,1347.18409198068
3209211008,not available,2072.28017747007
3209220001,not available,1206.2229267383
3209220002,not available,2485.19101389203
3209220003,not available,2282.18742396647
3209220004,not available,3031.30974149123
3209220005,not available,4390.82222571122
3209220006,not available,1175.21657551292
3209220007,not available,718.60329004661
3209220008,not available,930.71722708117
3209220010,not available,1926.92705682081
3209220011,not available,1295.85498077785
3209220012,not available,662.03557126247
3209230007,not available,937.19288720094
3209230008,available,881.6988181629
3209230009,available,972.24463967661
3209230010,not available,884.67347128515
3209230011,not available,1073.26921524775
3209230012,not available,1173.03379719331
3209230016,not available,692.3286553904
3209230017,not available,1821.60792458441
3209230018,not available,1401.46120789513
3209230019,not available,1415.78736003612
3209230020,available,849.56772356408
3209230021,available,827.37194064095
3209230022,available,908.42323929883
3209230023,not available,4681.84436111617
3209231001,not available,1336.12346724983
3209231002,not available,2442.98823513141
3209231003,not available,2677.62197639515
3209231004,not available,1922.87053907499
3209231005,not available,28922.8648841085
3209231006,not available,1064.82523122982
3209231007,not available,984.90477470019
3209231008,not available,1015.07459426018
3209231009,not available,971.3239534661
3210010001,not available,307.92444480157
3210010002,not available,348.18707638352
3210010003,not available,144.82030886759
3210010004,not available,340.59381018793
3210010005,not available,37274.5406034108
3210010006,not available,970.75439559874
3210010007,not available,606.91560977786
3210010008,not available,1851.0250245657
3210010009,not available,1875.60681683274
3210010010,not available,754.6625784207
3210010011,not available,998.03090486941
3210010012,not available,1424.33024296286
3210010013,not available,658.4337819359
3210010014,available,1045.52562524991
3210010015,not available,1172.41355397618
3210010016,not available,926.85788323021
3210010017,not available,5586.49092779528
3210010018,not available,1540.16423417595
3210010019,not available,618.15996112198
3210020009,not available,815.60189345668
3210020010,not available,777.12725541397
3210020012,not available,920.13698532009
3210020013,not available,1004.35885656736
3210020014,not available,542.58124241709
3210020015,not available,687.43412519831
3210020016,not available,1208.72909419355
3210020017,not available,674.5108135752
3210020018,not available,2441.89288749627
3210020019,not available,375.68147284822
3210020020,not available,854.07192185682
3210020021,not available,507.58667284054
3210020022,not available,2072.94204731563
3210021001,not available,1580.31712289702
3210021002,not available,760.05100663752
3210021003,not available,670.9250061826
3210021004,not available,926.63362149854
3210021005,not available,1451.26040630755
3210021006,not available,803.8539397576
3210021007,not available,729.40447641084
3210021008,not available,1070.69464776952
3210021009,not available,630.87729585378
3210021010,not available,462.62768034277
3210021011,available,1326.32397613281
3210030014,not available,550.29378358209
3210030015,available,671.89449098071
3210030016,not available,2534.74311832017
3210030017,not available,2090.26314624436
3210030018,not available,4315.45633234753
3210030019,not available,2161.4103183184902
3210030020,not available,1747.29484114735
3210030021,not available,225319.754420769
3210030022,not available,1797.24623696421
3210030023,not available,69348.0941489473
3210030024,not available,1287.87146573789
3210030025,not available,1052.66627429244
3210030026,not available,700.06751051956
3210030027,not available,923.42622081472
3210030028,not available,604.49767630127
3210031001,available,476.66911629234
3210031002,available,1197.88358046758
3210031003,not available,765.36329939638
3210031004,not available,13555.441527321
3210031005,available,1877.07075068895
3210031006,not available,1069.69796536191
3210031007,not available,1064.91068223831
3210031008,not available,1089.30530059599
3210031009,not available,2410.11025245501
3210031010,not available,2377.49129719147
3210031011,not available,2078.82937454631
3210031012,not available,626.81201478919
3210031013,not available,537.52620417961
3210040001,not available,867.96488693592
3210040002,not available,1297.79861965646
3210040003,not available,566.62187412173
3210040004,not available,1386.2854104846
3210040005,not available,1823.44108087617
3210040006,not available,3603.02396076489
3210040007,not available,1007.73015405271
3210040008,not available,1173.10241363841
3210040009,not available,1000.14506233639
3210040010,not available,3971.31662206701
3210040011,not available,2929.45616795359
3210040012,not available,1296.53999631683
3210040013,not available,470.25475035908
3210040014,not available,2543.65596298584
3210040015,not available,168129.904275294
3210040016,not available,373.82535536169
3210040017,not available,5541.70713618705
3210041001,not available,2201.60308135135
3210041002,not available,1039.92395114498
3210041003,not available,1114.42362015166
3210041004,not available,1604.34248624906
3210041005,not available,1149.31394867078
3210041006,not available,567.90630285494
3210041007,not available,6019.77842605491
3210041008,not available,999.50641620212
3210041009,not available,2166.71633190383
3210041010,not available,951.98074819806
3210041011,not available,1031.62916713186
3210041012,not available,1160.16308450063
3210041013,not available,67569.9378884848
3210050001,not available,398.09972908774
3210050002,not available,296.80459327237
3210050003,not available,286.42797436026
3210050004,not available,1144.97985443516
3210050005,not available,1223.45568011045
3210050006,not available,13606.5491364383
3210050007,not available,1011.70959633394
3210050008,not available,176.07914529914
3210050009,not available,477.69154869975
3210050010,not available,60372.2705917391
3210050011,not available,167.27532416311
3210050012,not available,665.37921152197
3210050013,not available,589.66612463519
3210050014,not available,1227.40738575886
3210060001,not available,1064.50760978529
3210060002,available,641.05833824789
3210060003,not available,20535.7969004597
3210060004,not available,506.17480098698
3210060005,not available,479.06138981039
3210060006,not available,1276.5489024431
3210060007,not available,1905.12014704094
3210060008,not available,4016.45774417553
3210060009,available,2425.0189522673
3210060010,not available,1502.71367659459
3210060011,not available,757.38921572458
3210060012,not available,1982.78998066667
3210060013,available,1717.87977683181
3210060014,available,1523.56523063966
3210060015,not available,1045.28716032335
3210060016,not available,1281.25935667009
3210060017,not available,453.63986481144
3210060018,not available,187.17577832316
3210070001,available,5825.45202589922
3210070002,available,2657.16204550472
3210070003,available,841.42791623226
3210070004,not available,13734.3243316666
3210070005,available,1344.91384823075
3210070006,not available,2687.71963630514
3210070007,available,4842.89657221843
3210070008,available,2383.66253192906
3210070009,not available,2371.77307234848
3210070010,not available,728.71611664583
3210070011,available,1853.4496944119
3210070012,available,4886.83045123898
3210070013,available,834.28766563118
3210070014,not available,423.08961959174
3210080001,not available,1326.13896790498
3210080002,not available,1403.83099993742
3210080003,not available,3413.19899019076
3210080004,not available,1195.1718618347
3210080005,not available,1169.56966112162
3210080006,not available,1738.43493521383
3210080007,not available,1420.73426834241
3210080008,not available,1209.40913116156
3210080009,not available,9952.86922951952
3210080010,not available,716.77963462474
3210090001,not available,1590.53333768877
3210090002,not available,1202.65642314239
3210090010,not available,760.23692347169
3210090011,not available,1922.4217681281
3210090012,not available,1655.29370455611
3210090013,not available,1281.95929590729
3210090014,not available,1832.40509528249
3210090015,not available,1790.42146995962
3210090016,not available,522.80006375583
3210090017,not available,578.3211182165
3210090018,not available,3088.6464402059
3210090019,not available,1316.23993569305
3210090020,not available,1238.40173326014
3210091001,not available,3820.54321707165
3210091002,not available,558.45473779909
3210091003,not available,184.56128710053
3210091004,not available,597.65293657995
3210091005,not available,525.42441086341
3210091006,not available,727.82888248799
3210091007,not available,319.14140045168
3210100001,not available,830.8263949825
3210100002,available,391.01636624588
3210100003,not available,156.33738606442
3210100004,not available,834.41943529081
3210100005,not available,1083.89454191218
3210100006,not available,1838.09615875
3210100007,not available,1430.55394235238
3210100008,not available,2942.73535230892
3210100009,not available,1994.57784568984
3210100010,not available,32811.5037373728
3210100011,not available,3420.24638076046
3210100012,not available,3574.39833032319
3210100013,not available,3446.79863669314
3210110001,not available,3291.16902639742
3210110002,not available,4627.77058589251
3210110003,not available,2583.71280989772
3210110004,not available,2340.74213188262
3210110005,not available,2344.37364629274
3210110006,not available,1796.26579070035
3210110007,not available,19468.1702233663
3210110008,not available,836.268648253
3210110009,not available,1899.00488277066
3210110010,not available,886.7495331708
3210120001,not available,1647.11916172164
3210120002,not available,2185.5850023203
3210120003,not available,906.65350120928
3210120004,not available,9423.09197709265
3210120005,not available,1267.69817325316
3210120006,not available,1586.95831632353
3210120007,not available,1220.85218725104
3210120008,not available,1849.3103595928
3210120009,not available,1452.27972716433
3210120010,not available,1528.87160668434
3210120011,not available,1019.2113536254
3210120012,not available,2185.04125151052
3210120013,not available,1319.20679325639
3213140016,not available,1718.69041636293
3210120014,not available,6928.9899944
3210130001,not available,913.36015318066
3210130002,not available,2407.39709861159
3210130003,not available,1239.35317033701
3210130004,not available,1470.83329964101
3210130005,not available,964.41007860897
3210130006,not available,1231.44792265406
3210130007,not available,21446.9222745856
3210130008,not available,722.84925858389
3210130009,not available,1064.00713882937
3210130010,available,2233.51282942037
3210130011,not available,1942.40557145322
3210130012,not available,1679.55650539656
3210130013,not available,847.41176229923
3210140001,not available,1365.257337051
3210140002,not available,2369.39972537335
3210140003,not available,17977.7558208938
3210140004,available,1517.56824115851
3210140005,not available,1794.00015706502
3210140006,not available,1903.47066075186
3210140007,available,3612.33913815083
3210140008,available,2958.11222200336
3210140009,available,3427.94857739022
3216010012,not available,7612.69502773665
3210140010,available,1735.49701258933
3210140011,not available,1670.49504856818
3210140012,available,124.68969206151
3210140013,not available,1318.56294892685
3210140014,not available,3498.70079604845
3210140015,not available,3361.5450786001
3210140016,not available,2966.03293886603
3210150011,not available,3139.55217225604
3210150012,not available,3258.71134780822
3210150013,not available,731.10181887649
3210150014,not available,1274.50465282557
3210150015,not available,1540.82075938354
3210150016,not available,2721.48322539251
3210150017,not available,810.53339300641
3210150018,available,709.36230700181
3210150019,not available,515.2967496402
3210150020,not available,866584.45342
3210150021,not available,1177.33622081348
3210151001,not available,375.89296272239
3210151002,not available,18134.8017158296
3210151003,not available,1984.66433353249
3210151004,not available,961.59069672303
3210151005,not available,1123.64624527467
3210151006,not available,1559.7842805048
3210151007,not available,18230.2785444295
3210151008,not available,2679.60008968016
3210151009,not available,2757.93310842267
3210151010,not available,2364.46724332859
3210160001,not available,822.21190531463
3210160002,not available,605.17857028127
3210160003,not available,999.33628560035
3210160004,not available,1025.0365468701
3210160005,not available,1282.01453492681
3210160006,not available,1212.23486584119
3210160007,not available,2119.13566415919
3210160008,available,1401.99413852815
3210160009,not available,976.96485257178006
3210170001,not available,3136.94242160488
3210170002,not available,1235.86937118912
3210170003,not available,708.70160277604
3210170004,available,2857.65059596306
3210170005,not available,956.03171322086
3210170006,not available,682.90683892622
3210170007,not available,839.92110804782
3210180001,not available,2458.61552189906
3210180002,not available,3047.36934324245
3210180003,not available,509.46884053166
3210180004,not available,2624.36812334821
3210180005,not available,378.60602270948
3210180006,not available,5593.76447836287
3210180007,available,4396.55062528
3210180008,available,1009.9196695158
3210180009,available,863.52644494897
3210180010,not available,751.02397258577
3210180011,not available,557.40943724181
3210180012,available,424.57369040938
3210180013,not available,278.78175014003
3210180014,not available,1691.35039952199
3210190001,not available,1189.46020037116
3210190002,not available,725.38804447368
3210190003,not available,920.08056634966
3210190004,not available,859.47283974147
3210190005,not available,1571.43332721024
3210190006,not available,861.01179375459
3210190007,not available,728.91195998514
3210190008,not available,603.61161175557
3210190009,not available,1043.54312213933
3210190010,not available,97.16468000743
3210190011,not available,1989.01438555002
3210190012,not available,316.19413485169
3210190013,not available,645.08516754477
3210190014,not available,558.4107047544
3210190015,not available,1074.80117850057
3210200001,not available,950.2022515572
3210200002,not available,898.42434118931
3210200003,not available,167.12254278933
3210200004,not available,18518.2273386215
3210200005,not available,1317.15816807519
3210200006,not available,6698.4554763366305
3210200007,not available,552.46534543654
3210200008,not available,898.4053452791
3210200009,not available,1028.28904785319
3210200010,not available,10021.2879713521
3210200011,not available,836.93091650739
3210200012,not available,1170.58940790972
3210200013,not available,9993.40436528037
3210200014,not available,632.26728677168
3210200015,not available,878.27459108234
3210200016,not available,980.23669150279
3210200017,not available,6824.48229537698
3210200018,not available,2654.20583700814
3210200019,not available,916.30634802338
3210210001,available,1360.64464424186
3210210002,available,16356.9878462247
3210210003,not available,2174.55053601763
3210210004,available,2772.7405196488
3210210005,not available,5653.68307226006
3210210006,available,4497.89203248951
3210210007,not available,3780.54755966134
3210210008,not available,1752.14599578014
3210210009,not available,1476.4180261116
3210210010,available,999.63824485477
3210210011,available,1190.36069258697
3210210012,not available,943.34724027671
3210210013,not available,664.08250855692
3210210014,available,1235.56457853333
3210210015,not available,1201.04205951743
3211010001,not available,54816.2321042937
3211010002,not available,3029.11375501127
3211010003,not available,3446.45458719235
3211010004,not available,4955.68852878975
3211010005,not available,22910.5555532178
3211010006,not available,1508.08990698997
3211010007,not available,595.32174284238
3211010008,available,17964.5494834683
3211010009,available,2313.83184597659
3211010010,not available,2131.51726324544
3211010011,not available,1531.7930577091
3211010012,not available,1937.04857764727
3211020001,not available,2703.59444855491
3211020002,not available,1551.39995808427
3211020003,available,2608.31563173422
3211020004,available,2653.36940913348
3211020005,not available,1850.80250876793
3211020006,available,831.44062268585
3211020007,available,4225.93439518948
3211020008,not available,556.15090848302
3211020009,not available,1035.38172917412
3211020010,available,733.76941718791
3211020011,not available,994.34404177816
3211030001,not available,2539.46601341789
3211030002,not available,1999.68467194239
3211030008,not available,33187.0610143254
3211030009,not available,4526.06958868577
3211030010,not available,7783.42954322823
3211030011,not available,7800.48414409091
3211030012,not available,3887.89516172258
3211030014,not available,39678.1941603472
3211030015,not available,4375.39239827522
3211030018,not available,1975.04941688384
3211030025,not available,721.36331384282
3211030027,not available,4454.9984357228
3211031001,not available,3575.82091908101
3211031002,not available,3323.26338530869
3211031003,not available,179511.830032083
3211031004,not available,1120.25182466443
3211031005,not available,826.4462260333
3211031006,not available,670.42256820095
3211031007,not available,6092.23669573557
3211032001,not available,1473.77104562563
3211032002,not available,1007.2769227382
3211032003,not available,647.39875785278
3211032004,available,444.54562143523
3211032005,available,1319.84811757077
3211032006,not available,1857.86558305632
3211032007,not available,3083.47015821699
3211032008,not available,3978.96560658679
3211032009,available,32650.7432940764
3211032010,not available,2077.28250760419
3211032011,not available,1883.01317065187
3211040002,not available,1561.14534381886
3211040006,not available,1722.2624961085
3211040007,not available,893.46105883148
3211040008,not available,1325.91763052701
3211040009,not available,1336.31223856074
3211040010,not available,939.95332587147
3211040011,not available,1167.4755726244
3211040012,not available,412.85136742216
3211040013,not available,785.49256838546
3211040014,not available,749.05818464574
3211050001,not available,4322.57427744067
3211050002,not available,2952.13940606844
3211050003,not available,815.15843111998
3211050004,not available,481.4341050792
3211050007,not available,9308.66725170034
3211050008,not available,1753.97301663681
3211050009,not available,2548.3732267086302
3211050010,available,1329.28726997095
3211050011,available,9618.20303167476
3211050012,not available,4224.55481316472
3211050013,not available,2924.9675496085
3211050014,not available,1301.98595373212
3211050015,not available,900.59867067283
3211050016,not available,977.33108517817
3211060001,not available,1686.04224477494
3211060002,not available,2030.158992371
3211060003,not available,2745.88652907998
3211060004,not available,2258.96544533044
3211060005,not available,1842.67475661239
3211060006,not available,2269.74228285979
3211060007,not available,2855.38682374944
3211060008,not available,3439.71903421851
3211060009,available,2633.02302262006
3211060010,available,7421.91103719538
3211060011,not available,7356.52974190202
3211060012,not available,7029.7421731677
3211060013,not available,2408.7942491973
3211061001,not available,780.56796859185
3211061002,not available,562.91174569114
3211061003,not available,5407.10085002915
3211061004,not available,1436.89020658562
3211061005,not available,7570.97618336478
3211061006,not available,1473.25816201786
3211061007,not available,999.64822515314
3211061008,not available,1752.20940981928
3211070001,not available,1002.14273114798
3211070002,not available,343.73339956848
3211070011,not available,1526.25547168115
3211070012,not available,1988.06899441835
3211070013,not available,1734.72419859252
3211070014,not available,877.41589731056
3211070015,not available,11519.475723966
3211070016,not available,957.28446374155
3211070017,not available,1584.26356110723
3211070018,not available,2949.35638509383
3211070019,not available,1878.00091923827
3211070020,not available,1432.1696900689
3211070021,not available,1075.15106756952
3211070022,not available,589.90624525733
3211070023,not available,166.65271280742
3211071001,not available,366.19116111561
3211071002,available,765.19261127076
3211071003,not available,787.49114447829
3211071004,not available,739.78284465966
3211071005,not available,1839.49743236475
3211071006,not available,682.76986981904
3211071007,not available,1099.99528833207
3211071008,not available,1154.43916772531
3211071009,not available,378.56871288617
3211071010,not available,44595.1980997029
3211080003,not available,15599.2900429166
3211080004,not available,640.53126836252
3211080006,not available,1786.30774240548
3211080007,not available,2395.64318153392
3211080008,not available,841.31002478331
3211080011,not available,1165.96153313382
3211080012,not available,1346.91326793043
3211080013,not available,1792.13969776577
3211080014,not available,2137.19401187384
3211080018,not available,1176.82351665282
3211080019,not available,253.69279254912001
3211080020,not available,682.78886195106
3211090001,not available,528.00514868571
3211090002,not available,464.44504854209
3211090003,not available,1306.93688213818
3211090004,not available,647.53298718433
3211090005,not available,796.54201969347
3211090006,not available,3618.62918782178
3211090007,not available,5735.3319779604
3211100001,available,5141.83494958812
3211100002,available,622.23447829801
3211100003,not available,3604.36425954403
3211100004,not available,3804.37230941051
3211100011,not available,651.60670761841
3211100012,not available,855.8960056888
3211100013,not available,1593.31381237679
3211100014,not available,1990.54873034982
3211100016,not available,695.78922866371
3211100017,not available,10836.5028549802
3211101001,not available,1230.33378685972
3211101002,not available,5423.0147254359
3211101003,not available,3201.81446232772
3211101004,not available,3626.50161680556
3276041003,not available,4235.90904908709
3211101005,not available,1332.3625695165
3211101006,not available,907.72833417223
3211101007,not available,1468.77893968521
3211101008,not available,1333.35387606153
3211101009,not available,1522.17036442329
3211111002,not available,295.84260057168
3211111003,not available,3575.00970744474
3211111004,not available,2458.74368313352
3211111006,not available,232.2731658182
